voltage,time
0.54,-0.00071
0.52,-0.0007098
0.54,-0.0007096
0.52,-0.0007094
0.54,-0.0007092
0.52,-0.000709
0.54,-0.0007088
0.56,-0.0007086
0.56,-0.0007084
0.54,-0.0007082
0.56,-0.000708
0.56,-0.0007078
0.54,-0.0007076
0.56,-0.0007074
0.54,-0.0007072
0.56,-0.000707
0.56,-0.0007068
0.56,-0.0007066
0.56,-0.0007064
0.56,-0.0007062
0.56,-0.000706
0.58,-0.0007058
0.56,-0.0007056
0.56,-0.0007054
0.56,-0.0007052
0.58,-0.000705
0.58,-0.0007048
0.58,-0.0007046
0.58,-0.0007044
0.58,-0.0007042
0.6,-0.000704
0.6,-0.0007038
0.58,-0.0007036
0.6,-0.0007034
0.58,-0.0007032
0.58,-0.000703
0.58,-0.0007028
0.6,-0.0007026
0.6,-0.0007024
0.6,-0.0007022
0.62,-0.000702
0.62,-0.0007018
0.62,-0.0007016
0.58,-0.0007014
0.6,-0.0007012
0.62,-0.000701
0.6,-0.0007008
0.62,-0.0007006
0.64,-0.0007004
0.64,-0.0007002
0.62,-0.0007
0.62,-0.0006998
0.62,-0.0006996
0.62,-0.0006994
0.62,-0.0006992
0.62,-0.000699
0.62,-0.0006988
0.64,-0.0006986
0.62,-0.0006984
0.66,-0.0006982
0.66,-0.000698
0.64,-0.0006978
0.64,-0.0006976
0.64,-0.0006974
0.64,-0.0006972
0.66,-0.000697
0.66,-0.0006968
0.64,-0.0006966
0.66,-0.0006964
0.64,-0.0006962
0.66,-0.000696
0.64,-0.0006958
0.66,-0.0006956
0.66,-0.0006954
0.66,-0.0006952
0.66,-0.000695
0.68,-0.0006948
0.66,-0.0006946
0.68,-0.0006944
0.68,-0.0006942
0.68,-0.000694
0.66,-0.0006938
0.68,-0.0006936
0.66,-0.0006934
0.68,-0.0006932
0.64,-0.000693
0.66,-0.0006928
0.68,-0.0006926
0.68,-0.0006924
0.68,-0.0006922
0.68,-0.000692
0.68,-0.0006918
0.68,-0.0006916
0.68,-0.0006914
0.68,-0.0006912
0.7,-0.000691
0.68,-0.0006908
0.7,-0.0006906
0.72,-0.0006904
0.7,-0.0006902
0.68,-0.00069
0.7,-0.0006898
0.7,-0.0006896
0.72,-0.0006894
0.72,-0.0006892
0.7,-0.000689
0.72,-0.0006888
0.72,-0.0006886
0.72,-0.0006884
0.74,-0.0006882
0.72,-0.000688
0.72,-0.0006878
0.72,-0.0006876
0.72,-0.0006874
0.74,-0.0006872
0.72,-0.000687
0.74,-0.0006868
0.72,-0.0006866
0.74,-0.0006864
0.74,-0.0006862
0.74,-0.000686
0.74,-0.0006858
0.76,-0.0006856
0.76,-0.0006854
0.72,-0.0006852
0.74,-0.000685
0.74,-0.0006848
0.74,-0.0006846
0.76,-0.0006844
0.76,-0.0006842
0.74,-0.000684
0.76,-0.0006838
0.74,-0.0006836
0.74,-0.0006834
0.76,-0.0006832
0.76,-0.000683
0.76,-0.0006828
0.76,-0.0006826
0.76,-0.0006824
0.78,-0.0006822
0.76,-0.000682
0.76,-0.0006818
0.76,-0.0006816
0.76,-0.0006814
0.76,-0.0006812
0.78,-0.000681
0.76,-0.0006808
0.78,-0.0006806
0.78,-0.0006804
0.8,-0.0006802
0.78,-0.00068
0.76,-0.0006798
0.8,-0.0006796
0.78,-0.0006794
0.78,-0.0006792
0.8,-0.000679
0.78,-0.0006788
0.78,-0.0006786
0.78,-0.0006784
0.8,-0.0006782
0.8,-0.000678
0.8,-0.0006778
0.8,-0.0006776
0.78,-0.0006774
0.8,-0.0006772
0.8,-0.000677
0.8,-0.0006768
0.8,-0.0006766
0.8,-0.0006764
0.82,-0.0006762
0.82,-0.000676
0.82,-0.0006758
0.8,-0.0006756
0.82,-0.0006754
0.82,-0.0006752
0.82,-0.000675
0.8,-0.0006748
0.82,-0.0006746
0.8,-0.0006744
0.8,-0.0006742
0.82,-0.000674
0.84,-0.0006738
0.82,-0.0006736
0.84,-0.0006734
0.84,-0.0006732
0.84,-0.000673
0.82,-0.0006728
0.84,-0.0006726
0.82,-0.0006724
0.84,-0.0006722
0.8,-0.000672
0.84,-0.0006718
0.84,-0.0006716
0.84,-0.0006714
0.84,-0.0006712
0.86,-0.000671
0.84,-0.0006708
0.84,-0.0006706
0.84,-0.0006704
0.84,-0.0006702
0.84,-0.00067
0.86,-0.0006698
0.86,-0.0006696
0.86,-0.0006694
0.84,-0.0006692
0.86,-0.000669
0.86,-0.0006688
0.86,-0.0006686
0.86,-0.0006684
0.86,-0.0006682
0.84,-0.000668
0.86,-0.0006678
0.88,-0.0006676
0.88,-0.0006674
0.86,-0.0006672
0.86,-0.000667
0.86,-0.0006668
0.86,-0.0006666
0.88,-0.0006664
0.88,-0.0006662
0.86,-0.000666
0.86,-0.0006658
0.88,-0.0006656
0.86,-0.0006654
0.88,-0.0006652
0.88,-0.000665
0.9,-0.0006648
0.9,-0.0006646
0.88,-0.0006644
0.9,-0.0006642
0.88,-0.000664
0.9,-0.0006638
0.88,-0.0006636
0.9,-0.0006634
0.9,-0.0006632
0.92,-0.000663
0.9,-0.0006628
0.9,-0.0006626
0.88,-0.0006624
0.9,-0.0006622
0.9,-0.000662
0.9,-0.0006618
0.92,-0.0006616
0.92,-0.0006614
0.9,-0.0006612
0.9,-0.000661
0.9,-0.0006608
0.92,-0.0006606
0.92,-0.0006604
0.92,-0.0006602
0.9,-0.00066
0.92,-0.0006598
0.92,-0.0006596
0.9,-0.0006594
0.92,-0.0006592
0.9,-0.000659
0.9,-0.0006588
0.92,-0.0006586
0.92,-0.0006584
0.92,-0.0006582
0.92,-0.000658
0.92,-0.0006578
0.9,-0.0006576
0.92,-0.0006574
0.94,-0.0006572
0.94,-0.000657
0.92,-0.0006568
0.94,-0.0006566
0.94,-0.0006564
0.94,-0.0006562
0.94,-0.000656
0.92,-0.0006558
0.92,-0.0006556
0.94,-0.0006554
0.94,-0.0006552
0.96,-0.000655
0.94,-0.0006548
0.96,-0.0006546
0.94,-0.0006544
0.94,-0.0006542
0.94,-0.000654
0.94,-0.0006538
0.94,-0.0006536
0.94,-0.0006534
0.94,-0.0006532
0.96,-0.000653
0.96,-0.0006528
0.94,-0.0006526
0.94,-0.0006524
0.96,-0.0006522
0.94,-0.000652
0.94,-0.0006518
0.96,-0.0006516
0.96,-0.0006514
0.96,-0.0006512
0.96,-0.000651
0.96,-0.0006508
0.96,-0.0006506
0.96,-0.0006504
0.96,-0.0006502
0.96,-0.00065
0.94,-0.0006498
0.96,-0.0006496
0.96,-0.0006494
1,-0.0006492
0.94,-0.000649
0.98,-0.0006488
0.96,-0.0006486
0.98,-0.0006484
0.98,-0.0006482
0.96,-0.000648
0.94,-0.0006478
0.96,-0.0006476
0.98,-0.0006474
0.96,-0.0006472
0.98,-0.000647
0.98,-0.0006468
1,-0.0006466
0.96,-0.0006464
0.96,-0.0006462
0.98,-0.000646
0.98,-0.0006458
0.98,-0.0006456
0.98,-0.0006454
0.98,-0.0006452
0.98,-0.000645
0.96,-0.0006448
1,-0.0006446
1,-0.0006444
1,-0.0006442
0.98,-0.000644
0.98,-0.0006438
0.98,-0.0006436
1,-0.0006434
1,-0.0006432
0.98,-0.000643
1,-0.0006428
1.02,-0.0006426
1,-0.0006424
0.98,-0.0006422
1,-0.000642
1.02,-0.0006418
1,-0.0006416
0.98,-0.0006414
1.02,-0.0006412
1,-0.000641
1,-0.0006408
1.02,-0.0006406
0.98,-0.0006404
1.02,-0.0006402
1,-0.00064
1.02,-0.0006398
1.02,-0.0006396
1.02,-0.0006394
1,-0.0006392
1.02,-0.000639
1,-0.0006388
1,-0.0006386
1.02,-0.0006384
1,-0.0006382
1,-0.000638
1,-0.0006378
1,-0.0006376
1,-0.0006374
1.02,-0.0006372
1,-0.000637
1,-0.0006368
1.04,-0.0006366
1.02,-0.0006364
1.02,-0.0006362
1,-0.000636
1.02,-0.0006358
1.02,-0.0006356
1.02,-0.0006354
1.02,-0.0006352
1.02,-0.000635
1,-0.0006348
1.02,-0.0006346
1.02,-0.0006344
1.02,-0.0006342
1.02,-0.000634
1.04,-0.0006338
1.04,-0.0006336
1.02,-0.0006334
1.02,-0.0006332
1.02,-0.000633
1,-0.0006328
1.02,-0.0006326
1.04,-0.0006324
1.04,-0.0006322
1,-0.000632
1,-0.0006318
1.04,-0.0006316
1.04,-0.0006314
1.02,-0.0006312
1.04,-0.000631
1.04,-0.0006308
1.04,-0.0006306
1.02,-0.0006304
1.06,-0.0006302
1.02,-0.00063
1.04,-0.0006298
1.02,-0.0006296
1.04,-0.0006294
1.04,-0.0006292
1.04,-0.000629
1.04,-0.0006288
1.04,-0.0006286
1.04,-0.0006284
1.02,-0.0006282
1.06,-0.000628
1.04,-0.0006278
1.06,-0.0006276
1.02,-0.0006274
1.04,-0.0006272
1.06,-0.000627
1.04,-0.0006268
1.06,-0.0006266
1.02,-0.0006264
1.06,-0.0006262
1.04,-0.000626
1.04,-0.0006258
1.04,-0.0006256
1.06,-0.0006254
1.04,-0.0006252
1.04,-0.000625
1.04,-0.0006248
1.06,-0.0006246
1.06,-0.0006244
1.04,-0.0006242
1.04,-0.000624
1.04,-0.0006238
1.04,-0.0006236
1.06,-0.0006234
1.04,-0.0006232
1.06,-0.000623
1.06,-0.0006228
1.06,-0.0006226
1.06,-0.0006224
1.06,-0.0006222
1.06,-0.000622
1.06,-0.0006218
1.04,-0.0006216
1.06,-0.0006214
1.06,-0.0006212
1.04,-0.000621
1.04,-0.0006208
1.06,-0.0006206
1.06,-0.0006204
1.06,-0.0006202
1.06,-0.00062
1.06,-0.0006198
1.06,-0.0006196
1.04,-0.0006194
1.06,-0.0006192
1.04,-0.000619
1.06,-0.0006188
1.04,-0.0006186
1.08,-0.0006184
1.08,-0.0006182
1.06,-0.000618
1.04,-0.0006178
1.06,-0.0006176
1.06,-0.0006174
1.06,-0.0006172
1.06,-0.000617
1.08,-0.0006168
1.08,-0.0006166
1.06,-0.0006164
1.04,-0.0006162
1.06,-0.000616
1.06,-0.0006158
1.06,-0.0006156
1.06,-0.0006154
1.08,-0.0006152
1.06,-0.000615
1.04,-0.0006148
1.08,-0.0006146
1.06,-0.0006144
1.08,-0.0006142
1.08,-0.000614
1.08,-0.0006138
1.08,-0.0006136
1.06,-0.0006134
1.06,-0.0006132
1.08,-0.000613
1.06,-0.0006128
1.08,-0.0006126
1.06,-0.0006124
1.06,-0.0006122
1.06,-0.000612
1.06,-0.0006118
1.06,-0.0006116
1.06,-0.0006114
1.08,-0.0006112
1.06,-0.000611
1.08,-0.0006108
1.06,-0.0006106
1.06,-0.0006104
1.08,-0.0006102
1.06,-0.00061
1.08,-0.0006098
1.04,-0.0006096
1.08,-0.0006094
1.06,-0.0006092
1.06,-0.000609
1.08,-0.0006088
1.08,-0.0006086
1.06,-0.0006084
1.06,-0.0006082
1.06,-0.000608
1.06,-0.0006078
1.06,-0.0006076
1.08,-0.0006074
1.08,-0.0006072
1.06,-0.000607
1.08,-0.0006068
1.06,-0.0006066
1.06,-0.0006064
1.06,-0.0006062
1.04,-0.000606
1.08,-0.0006058
1.06,-0.0006056
1.06,-0.0006054
1.08,-0.0006052
1.06,-0.000605
1.06,-0.0006048
1.08,-0.0006046
1.06,-0.0006044
1.06,-0.0006042
1.06,-0.000604
1.08,-0.0006038
1.06,-0.0006036
1.08,-0.0006034
1.06,-0.0006032
1.06,-0.000603
1.06,-0.0006028
1.06,-0.0006026
1.06,-0.0006024
1.06,-0.0006022
1.06,-0.000602
1.06,-0.0006018
1.08,-0.0006016
1.06,-0.0006014
1.06,-0.0006012
1.08,-0.000601
1.06,-0.0006008
1.06,-0.0006006
1.06,-0.0006004
1.06,-0.0006002
1.08,-0.0006
1.08,-0.0005998
1.08,-0.0005996
1.08,-0.0005994
1.06,-0.0005992
1.08,-0.000599
1.06,-0.0005988
1.06,-0.0005986
1.06,-0.0005984
1.08,-0.0005982
1.06,-0.000598
1.06,-0.0005978
1.08,-0.0005976
1.06,-0.0005974
1.06,-0.0005972
1.06,-0.000597
1.06,-0.0005968
1.04,-0.0005966
1.08,-0.0005964
1.08,-0.0005962
1.06,-0.000596
1.06,-0.0005958
1.08,-0.0005956
1.06,-0.0005954
1.06,-0.0005952
1.06,-0.000595
1.08,-0.0005948
1.06,-0.0005946
1.06,-0.0005944
1.06,-0.0005942
1.06,-0.000594
1.06,-0.0005938
1.06,-0.0005936
1.06,-0.0005934
1.04,-0.0005932
1.08,-0.000593
1.06,-0.0005928
1.04,-0.0005926
1.06,-0.0005924
1.08,-0.0005922
1.06,-0.000592
1.08,-0.0005918
1.06,-0.0005916
1.08,-0.0005914
1.06,-0.0005912
1.04,-0.000591
1.04,-0.0005908
1.06,-0.0005906
1.06,-0.0005904
1.06,-0.0005902
1.06,-0.00059
1.08,-0.0005898
1.06,-0.0005896
1.06,-0.0005894
1.06,-0.0005892
1.06,-0.000589
1.06,-0.0005888
1.06,-0.0005886
1.06,-0.0005884
1.06,-0.0005882
1.06,-0.000588
1.06,-0.0005878
1.04,-0.0005876
1.04,-0.0005874
1.04,-0.0005872
1.06,-0.000587
1.04,-0.0005868
1.06,-0.0005866
1.06,-0.0005864
1.04,-0.0005862
1.04,-0.000586
1.06,-0.0005858
1.06,-0.0005856
1.06,-0.0005854
1.06,-0.0005852
1.04,-0.000585
1.04,-0.0005848
1.04,-0.0005846
1.06,-0.0005844
1.04,-0.0005842
1.04,-0.000584
1.04,-0.0005838
1.04,-0.0005836
1.04,-0.0005834
1.04,-0.0005832
1.04,-0.000583
1.06,-0.0005828
1.04,-0.0005826
1.04,-0.0005824
1.04,-0.0005822
1.04,-0.000582
1.04,-0.0005818
1.02,-0.0005816
1.04,-0.0005814
1.04,-0.0005812
1.04,-0.000581
1.02,-0.0005808
1.02,-0.0005806
1.04,-0.0005804
1.04,-0.0005802
1.02,-0.00058
1.04,-0.0005798
1.04,-0.0005796
1.04,-0.0005794
1.04,-0.0005792
1.04,-0.000579
1.04,-0.0005788
1.02,-0.0005786
1.02,-0.0005784
1.04,-0.0005782
1.02,-0.000578
1.04,-0.0005778
1.02,-0.0005776
1.04,-0.0005774
1.02,-0.0005772
1.02,-0.000577
1.04,-0.0005768
1.04,-0.0005766
1.02,-0.0005764
1.02,-0.0005762
1.04,-0.000576
1.02,-0.0005758
1.04,-0.0005756
1.02,-0.0005754
1.02,-0.0005752
1.04,-0.000575
1.02,-0.0005748
1.02,-0.0005746
1.04,-0.0005744
1.02,-0.0005742
1,-0.000574
1.02,-0.0005738
1.02,-0.0005736
1.02,-0.0005734
1,-0.0005732
1.02,-0.000573
1.02,-0.0005728
1.02,-0.0005726
1,-0.0005724
1.02,-0.0005722
1.02,-0.000572
1.02,-0.0005718
1.02,-0.0005716
1.02,-0.0005714
1,-0.0005712
1,-0.000571
1.02,-0.0005708
1.02,-0.0005706
1,-0.0005704
1.02,-0.0005702
1.02,-0.00057
1.02,-0.0005698
1,-0.0005696
1,-0.0005694
1.02,-0.0005692
0.98,-0.000569
1,-0.0005688
0.98,-0.0005686
1.02,-0.0005684
1,-0.0005682
0.98,-0.000568
1,-0.0005678
0.98,-0.0005676
1,-0.0005674
1,-0.0005672
0.98,-0.000567
0.98,-0.0005668
0.98,-0.0005666
0.98,-0.0005664
0.98,-0.0005662
0.98,-0.000566
0.98,-0.0005658
1,-0.0005656
0.98,-0.0005654
1,-0.0005652
1,-0.000565
0.96,-0.0005648
1,-0.0005646
0.98,-0.0005644
0.98,-0.0005642
0.98,-0.000564
0.98,-0.0005638
0.98,-0.0005636
0.98,-0.0005634
0.98,-0.0005632
0.98,-0.000563
0.98,-0.0005628
0.98,-0.0005626
0.96,-0.0005624
0.98,-0.0005622
0.96,-0.000562
0.98,-0.0005618
0.98,-0.0005616
0.96,-0.0005614
0.98,-0.0005612
0.98,-0.000561
0.98,-0.0005608
0.96,-0.0005606
0.94,-0.0005604
0.98,-0.0005602
0.96,-0.00056
0.98,-0.0005598
0.96,-0.0005596
0.96,-0.0005594
0.98,-0.0005592
0.96,-0.000559
0.94,-0.0005588
0.94,-0.0005586
0.96,-0.0005584
0.96,-0.0005582
0.94,-0.000558
0.96,-0.0005578
0.94,-0.0005576
0.96,-0.0005574
0.94,-0.0005572
0.96,-0.000557
0.96,-0.0005568
0.94,-0.0005566
0.96,-0.0005564
0.92,-0.0005562
0.96,-0.000556
0.96,-0.0005558
0.92,-0.0005556
0.94,-0.0005554
0.94,-0.0005552
0.92,-0.000555
0.94,-0.0005548
0.94,-0.0005546
0.94,-0.0005544
0.94,-0.0005542
0.94,-0.000554
0.94,-0.0005538
0.94,-0.0005536
0.94,-0.0005534
0.94,-0.0005532
0.92,-0.000553
0.94,-0.0005528
0.92,-0.0005526
0.94,-0.0005524
0.92,-0.0005522
0.92,-0.000552
0.92,-0.0005518
0.94,-0.0005516
0.92,-0.0005514
0.94,-0.0005512
0.94,-0.000551
0.92,-0.0005508
0.92,-0.0005506
0.9,-0.0005504
0.92,-0.0005502
0.92,-0.00055
0.92,-0.0005498
0.9,-0.0005496
0.9,-0.0005494
0.92,-0.0005492
0.9,-0.000549
0.92,-0.0005488
0.9,-0.0005486
0.92,-0.0005484
0.92,-0.0005482
0.9,-0.000548
0.88,-0.0005478
0.9,-0.0005476
0.88,-0.0005474
0.9,-0.0005472
0.9,-0.000547
0.9,-0.0005468
0.9,-0.0005466
0.9,-0.0005464
0.9,-0.0005462
0.9,-0.000546
0.9,-0.0005458
0.88,-0.0005456
0.9,-0.0005454
0.88,-0.0005452
0.88,-0.000545
0.9,-0.0005448
0.88,-0.0005446
0.86,-0.0005444
0.88,-0.0005442
0.88,-0.000544
0.86,-0.0005438
0.88,-0.0005436
0.86,-0.0005434
0.88,-0.0005432
0.88,-0.000543
0.88,-0.0005428
0.84,-0.0005426
0.86,-0.0005424
0.86,-0.0005422
0.86,-0.000542
0.86,-0.0005418
0.88,-0.0005416
0.86,-0.0005414
0.86,-0.0005412
0.86,-0.000541
0.86,-0.0005408
0.86,-0.0005406
0.86,-0.0005404
0.84,-0.0005402
0.86,-0.00054
0.84,-0.0005398
0.84,-0.0005396
0.84,-0.0005394
0.86,-0.0005392
0.84,-0.000539
0.86,-0.0005388
0.86,-0.0005386
0.84,-0.0005384
0.86,-0.0005382
0.82,-0.000538
0.84,-0.0005378
0.84,-0.0005376
0.82,-0.0005374
0.82,-0.0005372
0.84,-0.000537
0.82,-0.0005368
0.84,-0.0005366
0.84,-0.0005364
0.82,-0.0005362
0.84,-0.000536
0.82,-0.0005358
0.84,-0.0005356
0.82,-0.0005354
0.82,-0.0005352
0.82,-0.000535
0.82,-0.0005348
0.82,-0.0005346
0.82,-0.0005344
0.8,-0.0005342
0.8,-0.000534
0.82,-0.0005338
0.8,-0.0005336
0.8,-0.0005334
0.8,-0.0005332
0.82,-0.000533
0.8,-0.0005328
0.8,-0.0005326
0.8,-0.0005324
0.82,-0.0005322
0.8,-0.000532
0.78,-0.0005318
0.78,-0.0005316
0.8,-0.0005314
0.8,-0.0005312
0.78,-0.000531
0.78,-0.0005308
0.8,-0.0005306
0.78,-0.0005304
0.8,-0.0005302
0.76,-0.00053
0.8,-0.0005298
0.78,-0.0005296
0.8,-0.0005294
0.76,-0.0005292
0.78,-0.000529
0.78,-0.0005288
0.78,-0.0005286
0.78,-0.0005284
0.78,-0.0005282
0.76,-0.000528
0.78,-0.0005278
0.78,-0.0005276
0.76,-0.0005274
0.78,-0.0005272
0.78,-0.000527
0.76,-0.0005268
0.76,-0.0005266
0.76,-0.0005264
0.78,-0.0005262
0.76,-0.000526
0.76,-0.0005258
0.74,-0.0005256
0.76,-0.0005254
0.72,-0.0005252
0.74,-0.000525
0.74,-0.0005248
0.74,-0.0005246
0.74,-0.0005244
0.74,-0.0005242
0.74,-0.000524
0.74,-0.0005238
0.74,-0.0005236
0.72,-0.0005234
0.74,-0.0005232
0.74,-0.000523
0.72,-0.0005228
0.74,-0.0005226
0.7,-0.0005224
0.72,-0.0005222
0.74,-0.000522
0.72,-0.0005218
0.7,-0.0005216
0.74,-0.0005214
0.7,-0.0005212
0.72,-0.000521
0.7,-0.0005208
0.72,-0.0005206
0.72,-0.0005204
0.72,-0.0005202
0.7,-0.00052
0.72,-0.0005198
0.72,-0.0005196
0.7,-0.0005194
0.7,-0.0005192
0.7,-0.000519
0.68,-0.0005188
0.7,-0.0005186
0.7,-0.0005184
0.68,-0.0005182
0.68,-0.000518
0.7,-0.0005178
0.7,-0.0005176
0.68,-0.0005174
0.68,-0.0005172
0.68,-0.000517
0.68,-0.0005168
0.68,-0.0005166
0.66,-0.0005164
0.68,-0.0005162
0.64,-0.000516
0.66,-0.0005158
0.68,-0.0005156
0.7,-0.0005154
0.66,-0.0005152
0.66,-0.000515
0.66,-0.0005148
0.66,-0.0005146
0.66,-0.0005144
0.66,-0.0005142
0.66,-0.000514
0.64,-0.0005138
0.66,-0.0005136
0.66,-0.0005134
0.64,-0.0005132
0.64,-0.000513
0.66,-0.0005128
0.66,-0.0005126
0.64,-0.0005124
0.64,-0.0005122
0.64,-0.000512
0.64,-0.0005118
0.66,-0.0005116
0.64,-0.0005114
0.64,-0.0005112
0.62,-0.000511
0.64,-0.0005108
0.64,-0.0005106
0.62,-0.0005104
0.62,-0.0005102
0.64,-0.00051
0.62,-0.0005098
0.62,-0.0005096
0.64,-0.0005094
0.62,-0.0005092
0.62,-0.000509
0.6,-0.0005088
0.62,-0.0005086
0.62,-0.0005084
0.62,-0.0005082
0.62,-0.000508
0.62,-0.0005078
0.62,-0.0005076
0.62,-0.0005074
0.6,-0.0005072
0.6,-0.000507
0.6,-0.0005068
0.58,-0.0005066
0.58,-0.0005064
0.6,-0.0005062
0.58,-0.000506
0.58,-0.0005058
0.58,-0.0005056
0.6,-0.0005054
0.58,-0.0005052
0.58,-0.000505
0.56,-0.0005048
0.56,-0.0005046
0.58,-0.0005044
0.58,-0.0005042
0.58,-0.000504
0.58,-0.0005038
0.58,-0.0005036
0.58,-0.0005034
0.58,-0.0005032
0.58,-0.000503
0.56,-0.0005028
0.54,-0.0005026
0.54,-0.0005024
0.54,-0.0005022
0.54,-0.000502
0.56,-0.0005018
0.54,-0.0005016
0.54,-0.0005014
0.54,-0.0005012
0.54,-0.000501
0.56,-0.0005008
0.52,-0.0005006
0.54,-0.0005004
0.54,-0.0005002
0.54,-0.0005
0.54,-0.0004998
0.54,-0.0004996
0.52,-0.0004994
0.52,-0.0004992
0.52,-0.000499
0.52,-0.0004988
0.52,-0.0004986
0.54,-0.0004984
0.54,-0.0004982
0.54,-0.000498
0.5,-0.0004978
0.5,-0.0004976
0.52,-0.0004974
0.52,-0.0004972
0.5,-0.000497
0.52,-0.0004968
0.5,-0.0004966
0.5,-0.0004964
0.5,-0.0004962
0.5,-0.000496
0.5,-0.0004958
0.5,-0.0004956
0.5,-0.0004954
0.5,-0.0004952
0.48,-0.000495
0.5,-0.0004948
0.48,-0.0004946
0.48,-0.0004944
0.5,-0.0004942
0.46,-0.000494
0.46,-0.0004938
0.48,-0.0004936
0.48,-0.0004934
0.46,-0.0004932
0.44,-0.000493
0.46,-0.0004928
0.46,-0.0004926
0.48,-0.0004924
0.46,-0.0004922
0.46,-0.000492
0.46,-0.0004918
0.46,-0.0004916
0.46,-0.0004914
0.46,-0.0004912
0.44,-0.000491
0.46,-0.0004908
0.46,-0.0004906
0.44,-0.0004904
0.42,-0.0004902
0.42,-0.00049
0.44,-0.0004898
0.42,-0.0004896
0.44,-0.0004894
0.44,-0.0004892
0.44,-0.000489
0.42,-0.0004888
0.42,-0.0004886
0.42,-0.0004884
0.4,-0.0004882
0.4,-0.000488
0.42,-0.0004878
0.42,-0.0004876
0.42,-0.0004874
0.4,-0.0004872
0.4,-0.000487
0.4,-0.0004868
0.4,-0.0004866
0.42,-0.0004864
0.42,-0.0004862
0.4,-0.000486
0.4,-0.0004858
0.4,-0.0004856
0.4,-0.0004854
0.4,-0.0004852
0.4,-0.000485
0.38,-0.0004848
0.4,-0.0004846
0.4,-0.0004844
0.38,-0.0004842
0.36,-0.000484
0.36,-0.0004838
0.36,-0.0004836
0.38,-0.0004834
0.38,-0.0004832
0.36,-0.000483
0.36,-0.0004828
0.36,-0.0004826
0.38,-0.0004824
0.36,-0.0004822
0.36,-0.000482
0.36,-0.0004818
0.36,-0.0004816
0.36,-0.0004814
0.34,-0.0004812
0.36,-0.000481
0.36,-0.0004808
0.34,-0.0004806
0.34,-0.0004804
0.34,-0.0004802
0.32,-0.00048
0.34,-0.0004798
0.32,-0.0004796
0.34,-0.0004794
0.32,-0.0004792
0.32,-0.000479
0.34,-0.0004788
0.34,-0.0004786
0.32,-0.0004784
0.34,-0.0004782
0.32,-0.000478
0.32,-0.0004778
0.32,-0.0004776
0.32,-0.0004774
0.3,-0.0004772
0.3,-0.000477
0.3,-0.0004768
0.32,-0.0004766
0.32,-0.0004764
0.3,-0.0004762
0.32,-0.000476
0.3,-0.0004758
0.3,-0.0004756
0.3,-0.0004754
0.28,-0.0004752
0.28,-0.000475
0.3,-0.0004748
0.28,-0.0004746
0.28,-0.0004744
0.28,-0.0004742
0.28,-0.000474
0.26,-0.0004738
0.28,-0.0004736
0.28,-0.0004734
0.26,-0.0004732
0.28,-0.000473
0.26,-0.0004728
0.28,-0.0004726
0.28,-0.0004724
0.26,-0.0004722
0.24,-0.000472
0.26,-0.0004718
0.24,-0.0004716
0.24,-0.0004714
0.24,-0.0004712
0.24,-0.000471
0.24,-0.0004708
0.24,-0.0004706
0.24,-0.0004704
0.22,-0.0004702
0.22,-0.00047
0.24,-0.0004698
0.24,-0.0004696
0.24,-0.0004694
0.24,-0.0004692
0.24,-0.000469
0.2,-0.0004688
0.24,-0.0004686
0.2,-0.0004684
0.22,-0.0004682
0.22,-0.000468
0.22,-0.0004678
0.2,-0.0004676
0.22,-0.0004674
0.2,-0.0004672
0.2,-0.000467
0.22,-0.0004668
0.2,-0.0004666
0.2,-0.0004664
0.2,-0.0004662
0.2,-0.000466
0.2,-0.0004658
0.18,-0.0004656
0.18,-0.0004654
0.2,-0.0004652
0.16,-0.000465
0.18,-0.0004648
0.18,-0.0004646
0.16,-0.0004644
0.18,-0.0004642
0.18,-0.000464
0.18,-0.0004638
0.16,-0.0004636
0.18,-0.0004634
0.16,-0.0004632
0.16,-0.000463
0.16,-0.0004628
0.18,-0.0004626
0.16,-0.0004624
0.16,-0.0004622
0.14,-0.000462
0.14,-0.0004618
0.14,-0.0004616
0.14,-0.0004614
0.14,-0.0004612
0.16,-0.000461
0.14,-0.0004608
0.14,-0.0004606
0.14,-0.0004604
0.12,-0.0004602
0.14,-0.00046
0.14,-0.0004598
0.12,-0.0004596
0.12,-0.0004594
0.12,-0.0004592
0.12,-0.000459
0.12,-0.0004588
0.1,-0.0004586
0.1,-0.0004584
0.12,-0.0004582
0.1,-0.000458
0.08,-0.0004578
0.1,-0.0004576
0.1,-0.0004574
0.1,-0.0004572
0.1,-0.000457
0.08,-0.0004568
0.1,-0.0004566
0.1,-0.0004564
0.12,-0.0004562
0.08,-0.000456
0.08,-0.0004558
0.06,-0.0004556
0.08,-0.0004554
0.08,-0.0004552
0.08,-0.000455
0.08,-0.0004548
0.1,-0.0004546
0.08,-0.0004544
0.06,-0.0004542
0.06,-0.000454
0.06,-0.0004538
0.06,-0.0004536
0.08,-0.0004534
0.06,-0.0004532
0.06,-0.000453
0.04,-0.0004528
0.06,-0.0004526
0.04,-0.0004524
0.06,-0.0004522
0.04,-0.000452
0.06,-0.0004518
0.04,-0.0004516
0.04,-0.0004514
0.04,-0.0004512
0.04,-0.000451
0.02,-0.0004508
0.02,-0.0004506
0.02,-0.0004504
0.04,-0.0004502
0.02,-0.00045
0.02,-0.0004498
0,-0.0004496
0.02,-0.0004494
