voltage,time
0.78,-5.04e-05
0.8,-5.02e-05
0.8,-5e-05
0.78,-4.98e-05
0.78,-4.96e-05
0.82,-4.94e-05
0.78,-4.92e-05
0.8,-4.9e-05
0.78,-4.88e-05
0.8,-4.86e-05
0.8,-4.84e-05
0.8,-4.82e-05
0.8,-4.8e-05
0.8,-4.78e-05
0.8,-4.76e-05
0.82,-4.74e-05
0.82,-4.72e-05
0.8,-4.7e-05
0.82,-4.68e-05
0.8,-4.66e-05
0.82,-4.64e-05
0.82,-4.62e-05
0.8,-4.6e-05
0.82,-4.58e-05
0.82,-4.56e-05
0.82,-4.54e-05
0.82,-4.52e-05
0.84,-4.5e-05
0.84,-4.48e-05
0.84,-4.46e-05
0.84,-4.44e-05
0.84,-4.42e-05
0.8,-4.4e-05
0.84,-4.38e-05
0.84,-4.36e-05
0.84,-4.34e-05
0.84,-4.32e-05
0.84,-4.3e-05
0.84,-4.28e-05
0.84,-4.26e-05
0.86,-4.24e-05
0.84,-4.22e-05
0.84,-4.2e-05
0.84,-4.18e-05
0.84,-4.16e-05
0.86,-4.14e-05
0.84,-4.12e-05
0.84,-4.1e-05
0.86,-4.08e-05
0.86,-4.06e-05
0.86,-4.04e-05
0.86,-4.02e-05
0.86,-4e-05
0.86,-3.98e-05
0.84,-3.96e-05
0.86,-3.94e-05
0.88,-3.92e-05
0.88,-3.9e-05
0.86,-3.88e-05
0.88,-3.86e-05
0.86,-3.84e-05
0.86,-3.82e-05
0.86,-3.8e-05
0.86,-3.78e-05
0.88,-3.76e-05
0.88,-3.74e-05
0.88,-3.72e-05
0.86,-3.7e-05
0.88,-3.68e-05
0.88,-3.66e-05
0.88,-3.64e-05
0.88,-3.62e-05
0.9,-3.6e-05
0.88,-3.58e-05
0.9,-3.56e-05
0.88,-3.54e-05
0.88,-3.52e-05
0.88,-3.5e-05
0.88,-3.48e-05
0.88,-3.46e-05
0.9,-3.44e-05
0.9,-3.42e-05
0.9,-3.4e-05
0.88,-3.38e-05
0.86,-3.36e-05
0.92,-3.34e-05
0.9,-3.32e-05
0.9,-3.3e-05
0.88,-3.28e-05
0.92,-3.26e-05
0.9,-3.24e-05
0.9,-3.22e-05
0.9,-3.2e-05
0.9,-3.18e-05
0.9,-3.16e-05
0.92,-3.14e-05
0.92,-3.12e-05
0.92,-3.1e-05
0.9,-3.08e-05
0.9,-3.06e-05
0.92,-3.04e-05
0.92,-3.02e-05
0.9,-3e-05
0.9,-2.98e-05
0.92,-2.96e-05
0.92,-2.94e-05
0.94,-2.92e-05
0.92,-2.9e-05
0.92,-2.88e-05
0.92,-2.86e-05
0.92,-2.84e-05
0.94,-2.82e-05
0.92,-2.8e-05
0.94,-2.78e-05
0.92,-2.76e-05
0.92,-2.74e-05
0.94,-2.72e-05
0.94,-2.7e-05
0.92,-2.68e-05
0.92,-2.66e-05
0.94,-2.64e-05
0.94,-2.62e-05
0.94,-2.6e-05
0.92,-2.58e-05
0.94,-2.56e-05
0.92,-2.54e-05
0.94,-2.52e-05
0.94,-2.5e-05
0.94,-2.48e-05
0.96,-2.46e-05
0.96,-2.44e-05
0.94,-2.42e-05
0.94,-2.4e-05
0.96,-2.38e-05
0.96,-2.36e-05
0.96,-2.34e-05
0.94,-2.32e-05
0.96,-2.3e-05
0.94,-2.28e-05
0.96,-2.26e-05
0.94,-2.24e-05
0.96,-2.22e-05
0.98,-2.2e-05
0.96,-2.18e-05
0.96,-2.16e-05
0.96,-2.14e-05
0.98,-2.12e-05
0.94,-2.1e-05
0.94,-2.08e-05
0.96,-2.06e-05
0.96,-2.04e-05
0.96,-2.02e-05
0.96,-2e-05
0.96,-1.98e-05
0.96,-1.96e-05
0.98,-1.94e-05
0.96,-1.92e-05
0.96,-1.9e-05
0.96,-1.88e-05
0.98,-1.86e-05
0.96,-1.84e-05
0.98,-1.82e-05
0.98,-1.8e-05
0.96,-1.78e-05
0.98,-1.76e-05
0.98,-1.74e-05
0.96,-1.72e-05
0.98,-1.7e-05
1,-1.68e-05
0.98,-1.66e-05
0.98,-1.64e-05
1,-1.62e-05
0.98,-1.6e-05
1,-1.58e-05
0.98,-1.56e-05
1,-1.54e-05
1,-1.52e-05
0.98,-1.5e-05
1,-1.48e-05
1,-1.46e-05
1,-1.44e-05
1,-1.42e-05
0.98,-1.4e-05
1,-1.38e-05
0.98,-1.36e-05
0.98,-1.34e-05
1,-1.32e-05
0.98,-1.3e-05
1,-1.28e-05
1,-1.26e-05
1,-1.24e-05
0.98,-1.22e-05
1,-1.2e-05
1.02,-1.18e-05
0.98,-1.16e-05
1,-1.14e-05
1,-1.12e-05
1.02,-1.1e-05
0.98,-1.08e-05
1.02,-1.06e-05
1,-1.04e-05
1.02,-1.02e-05
1,-1e-05
1,-9.8e-06
1.02,-9.6e-06
1,-9.4e-06
1.02,-9.2e-06
1,-9e-06
1,-8.8e-06
1.02,-8.6e-06
1.02,-8.4e-06
1,-8.2e-06
1,-8e-06
1,-7.8e-06
1.04,-7.6e-06
1.02,-7.4e-06
1.02,-7.2e-06
1.02,-7e-06
1,-6.8e-06
1,-6.6e-06
1.02,-6.4e-06
1.02,-6.2e-06
1.02,-6e-06
1.02,-5.8e-06
1.02,-5.6e-06
1.04,-5.4e-06
1,-5.2e-06
1.02,-5e-06
1.04,-4.8e-06
1.02,-4.6e-06
1.04,-4.4e-06
1.02,-4.2e-06
1.04,-4e-06
1.02,-3.8e-06
1.02,-3.6e-06
1.04,-3.4e-06
1.02,-3.2e-06
1.04,-3e-06
1.04,-2.8e-06
1.04,-2.6e-06
1.02,-2.4e-06
1.04,-2.2e-06
1.02,-2e-06
1.04,-1.8e-06
1.04,-1.6e-06
1.04,-1.4e-06
1.02,-1.2e-06
1.02,-1e-06
1.04,-8e-07
1.04,-6e-07
1.02,-4e-07
1.04,-2e-07
1.02,0
1.04,2e-07
1.04,4e-07
1.02,6e-07
1.02,8e-07
1.04,1e-06
1.04,1.2e-06
1.02,1.4e-06
1.04,1.6e-06
1.04,1.8e-06
1.06,2e-06
1.04,2.2e-06
1.04,2.4e-06
1.04,2.6e-06
1.04,2.8e-06
1.06,3e-06
1.04,3.2e-06
1.04,3.4e-06
1.04,3.6e-06
1.04,3.8e-06
1.06,4e-06
1.06,4.2e-06
1.04,4.4e-06
1.04,4.6e-06
1.06,4.8e-06
1.02,5e-06
1.06,5.2e-06
1.06,5.4e-06
1.06,5.6e-06
1.04,5.8e-06
1.06,6e-06
1.06,6.2e-06
1.06,6.4e-06
1.04,6.6e-06
1.06,6.8e-06
1.04,7e-06
1.04,7.2e-06
1.04,7.4e-06
1.04,7.6e-06
1.04,7.8e-06
1.06,8e-06
1.06,8.2e-06
1.06,8.4e-06
1.06,8.6e-06
1.04,8.8e-06
1.04,9e-06
1.06,9.2e-06
1.06,9.4e-06
1.08,9.6e-06
1.08,9.8e-06
1.04,1e-05
1.06,1.02e-05
1.06,1.04e-05
1.06,1.06e-05
1.06,1.08e-05
1.08,1.1e-05
1.06,1.12e-05
1.06,1.14e-05
1.06,1.16e-05
1.04,1.18e-05
1.06,1.2e-05
1.08,1.22e-05
1.06,1.24e-05
1.06,1.26e-05
1.06,1.28e-05
1.06,1.3e-05
1.06,1.32e-05
1.06,1.34e-05
1.08,1.36e-05
1.06,1.38e-05
1.08,1.4e-05
1.06,1.42e-05
1.08,1.44e-05
1.08,1.46e-05
1.06,1.48e-05
1.06,1.5e-05
1.04,1.52e-05
1.06,1.54e-05
1.08,1.56e-05
1.06,1.58e-05
1.06,1.6e-05
1.08,1.62e-05
1.06,1.64e-05
1.06,1.66e-05
1.06,1.68e-05
1.08,1.7e-05
1.06,1.72e-05
1.06,1.74e-05
1.06,1.76e-05
1.06,1.78e-05
1.04,1.8e-05
1.06,1.82e-05
1.06,1.84e-05
1.08,1.86e-05
1.08,1.88e-05
1.08,1.9e-05
1.04,1.92e-05
1.06,1.94e-05
1.06,1.96e-05
1.06,1.98e-05
1.06,2e-05
1.08,2.02e-05
1.06,2.04e-05
1.08,2.06e-05
1.06,2.08e-05
1.06,2.1e-05
1.08,2.12e-05
1.06,2.14e-05
1.06,2.16e-05
1.08,2.18e-05
1.08,2.2e-05
1.06,2.22e-05
1.08,2.24e-05
1.08,2.26e-05
1.06,2.28e-05
1.04,2.3e-05
1.08,2.32e-05
1.08,2.34e-05
1.06,2.36e-05
1.08,2.38e-05
1.08,2.4e-05
1.06,2.42e-05
1.06,2.44e-05
1.06,2.46e-05
1.08,2.48e-05
1.06,2.5e-05
1.08,2.52e-05
1.08,2.54e-05
1.06,2.56e-05
1.06,2.58e-05
1.08,2.6e-05
1.06,2.62e-05
1.06,2.64e-05
1.06,2.66e-05
1.06,2.68e-05
1.06,2.7e-05
1.06,2.72e-05
1.06,2.74e-05
1.08,2.76e-05
1.06,2.78e-05
1.06,2.8e-05
1.08,2.82e-05
1.08,2.84e-05
1.06,2.86e-05
1.08,2.88e-05
1.08,2.9e-05
1.06,2.92e-05
1.06,2.94e-05
1.08,2.96e-05
1.06,2.98e-05
1.06,3e-05
1.06,3.02e-05
1.06,3.04e-05
1.06,3.06e-05
1.06,3.08e-05
1.06,3.1e-05
1.04,3.12e-05
1.06,3.14e-05
1.06,3.16e-05
1.06,3.18e-05
1.04,3.2e-05
1.06,3.22e-05
1.06,3.24e-05
1.06,3.26e-05
1.06,3.28e-05
1.06,3.3e-05
1.06,3.32e-05
1.06,3.34e-05
1.08,3.36e-05
1.06,3.38e-05
1.06,3.4e-05
1.08,3.42e-05
1.06,3.44e-05
1.06,3.46e-05
1.06,3.48e-05
1.06,3.5e-05
1.06,3.52e-05
1.06,3.54e-05
1.04,3.56e-05
1.06,3.58e-05
1.06,3.6e-05
1.06,3.62e-05
1.06,3.64e-05
1.08,3.66e-05
1.06,3.68e-05
1.06,3.7e-05
1.08,3.72e-05
1.06,3.74e-05
1.06,3.76e-05
1.04,3.78e-05
1.08,3.8e-05
1.06,3.82e-05
1.06,3.84e-05
1.06,3.86e-05
1.08,3.88e-05
1.06,3.9e-05
1.04,3.92e-05
1.06,3.94e-05
1.02,3.96e-05
1.06,3.98e-05
1.04,4e-05
1.04,4.02e-05
1.06,4.04e-05
1.06,4.06e-05
1.04,4.08e-05
1.06,4.1e-05
1.06,4.12e-05
1.06,4.14e-05
1.04,4.16e-05
1.06,4.18e-05
1.06,4.2e-05
1.06,4.22e-05
1.04,4.24e-05
1.06,4.26e-05
1.06,4.28e-05
1.06,4.3e-05
1.02,4.32e-05
1.04,4.34e-05
1.04,4.36e-05
1.06,4.38e-05
1.02,4.4e-05
1.04,4.42e-05
1.04,4.44e-05
1.06,4.46e-05
1.06,4.48e-05
1.06,4.5e-05
1.04,4.52e-05
1.04,4.54e-05
1.04,4.56e-05
1.04,4.58e-05
1.04,4.6e-05
1.04,4.62e-05
1.04,4.64e-05
1.04,4.66e-05
1.04,4.68e-05
1.04,4.7e-05
1.06,4.72e-05
1.04,4.74e-05
1.04,4.76e-05
1.04,4.78e-05
1.04,4.8e-05
1.04,4.82e-05
1.04,4.84e-05
1.04,4.86e-05
1.04,4.88e-05
1.04,4.9e-05
1.06,4.92e-05
1.02,4.94e-05
1.04,4.96e-05
1.02,4.98e-05
1.02,5e-05
1,5.02e-05
1.04,5.04e-05
1.02,5.06e-05
1.04,5.08e-05
1.04,5.1e-05
1.04,5.12e-05
1.04,5.14e-05
1.04,5.16e-05
1.04,5.18e-05
1.04,5.2e-05
1.02,5.22e-05
1.04,5.24e-05
1.02,5.26e-05
1.02,5.28e-05
1.04,5.3e-05
1.02,5.32e-05
1,5.34e-05
1.02,5.36e-05
1.02,5.38e-05
1.02,5.4e-05
1.02,5.42e-05
1.02,5.44e-05
1.02,5.46e-05
1.02,5.48e-05
1,5.5e-05
1.02,5.52e-05
1.02,5.54e-05
1.02,5.56e-05
1.02,5.58e-05
1.02,5.6e-05
1.02,5.62e-05
1,5.64e-05
1.02,5.66e-05
1,5.68e-05
1.02,5.7e-05
1,5.72e-05
1.02,5.74e-05
1.02,5.76e-05
1,5.78e-05
1.02,5.8e-05
1,5.82e-05
1,5.84e-05
1,5.86e-05
1,5.88e-05
1,5.9e-05
1,5.92e-05
1,5.94e-05
1,5.96e-05
1,5.98e-05
1.02,6e-05
1,6.02e-05
1.02,6.04e-05
1,6.06e-05
1,6.08e-05
1,6.1e-05
0.98,6.12e-05
1,6.14e-05
1,6.16e-05
1,6.18e-05
0.98,6.2e-05
1,6.22e-05
0.98,6.24e-05
0.98,6.26e-05
0.98,6.28e-05
1,6.3e-05
1,6.32e-05
1,6.34e-05
0.98,6.36e-05
1,6.38e-05
1,6.4e-05
1,6.42e-05
1,6.44e-05
0.98,6.46e-05
0.98,6.48e-05
0.98,6.5e-05
1,6.52e-05
0.98,6.54e-05
0.98,6.56e-05
0.98,6.58e-05
0.98,6.6e-05
0.96,6.62e-05
0.98,6.64e-05
0.98,6.66e-05
0.98,6.68e-05
0.98,6.7e-05
0.98,6.72e-05
0.98,6.74e-05
0.98,6.76e-05
0.96,6.78e-05
0.96,6.8e-05
0.96,6.82e-05
0.96,6.84e-05
0.96,6.86e-05
0.96,6.88e-05
0.98,6.9e-05
0.96,6.92e-05
0.98,6.94e-05
0.96,6.96e-05
0.96,6.98e-05
0.94,7e-05
0.96,7.02e-05
0.98,7.04e-05
0.96,7.06e-05
0.94,7.08e-05
0.96,7.1e-05
0.94,7.12e-05
0.96,7.14e-05
0.94,7.16e-05
0.96,7.18e-05
0.94,7.2e-05
0.94,7.22e-05
0.94,7.24e-05
0.96,7.26e-05
0.94,7.28e-05
0.94,7.3e-05
0.96,7.32e-05
0.96,7.34e-05
0.94,7.36e-05
0.94,7.38e-05
0.96,7.4e-05
0.94,7.42e-05
0.94,7.44e-05
0.94,7.46e-05
0.92,7.48e-05
0.94,7.5e-05
0.94,7.52e-05
0.94,7.54e-05
0.94,7.56e-05
0.92,7.58e-05
0.94,7.6e-05
0.94,7.62e-05
0.94,7.64e-05
0.92,7.66e-05
0.94,7.68e-05
0.92,7.7e-05
0.92,7.72e-05
0.9,7.74e-05
0.94,7.76e-05
0.94,7.78e-05
0.94,7.8e-05
0.92,7.82e-05
0.94,7.84e-05
0.9,7.86e-05
0.92,7.88e-05
0.92,7.9e-05
0.92,7.92e-05
0.9,7.94e-05
0.9,7.96e-05
0.9,7.98e-05
0.88,8e-05
0.9,8.02e-05
0.92,8.04e-05
0.9,8.06e-05
0.9,8.08e-05
0.9,8.1e-05
0.9,8.12e-05
0.88,8.14e-05
0.9,8.16e-05
0.9,8.18e-05
0.9,8.2e-05
0.9,8.22e-05
0.9,8.24e-05
0.88,8.26e-05
0.9,8.28e-05
0.88,8.3e-05
0.88,8.32e-05
0.88,8.34e-05
0.88,8.36e-05
0.9,8.38e-05
0.88,8.4e-05
0.88,8.42e-05
0.88,8.44e-05
0.88,8.46e-05
0.88,8.48e-05
0.88,8.5e-05
0.88,8.52e-05
0.88,8.54e-05
0.88,8.56e-05
0.88,8.58e-05
0.86,8.6e-05
0.86,8.62e-05
0.88,8.64e-05
0.86,8.66e-05
0.86,8.68e-05
0.86,8.7e-05
0.88,8.72e-05
0.86,8.74e-05
0.86,8.76e-05
0.86,8.78e-05
0.86,8.8e-05
0.86,8.82e-05
0.86,8.84e-05
0.86,8.86e-05
0.86,8.88e-05
0.86,8.9e-05
0.86,8.92e-05
0.84,8.94e-05
0.82,8.96e-05
0.82,8.98e-05
0.84,9e-05
0.84,9.02e-05
0.84,9.04e-05
0.82,9.06e-05
0.82,9.08e-05
0.86,9.1e-05
0.84,9.12e-05
0.84,9.14e-05
0.84,9.16e-05
0.84,9.18e-05
0.84,9.2e-05
0.84,9.22e-05
0.82,9.24e-05
0.82,9.26e-05
0.84,9.28e-05
0.82,9.3e-05
0.82,9.32e-05
0.82,9.34e-05
0.8,9.36e-05
0.82,9.38e-05
0.84,9.4e-05
0.8,9.42e-05
0.82,9.44e-05
0.82,9.46e-05
0.84,9.48e-05
0.8,9.5e-05
0.82,9.52e-05
0.82,9.54e-05
0.8,9.56e-05
0.82,9.58e-05
0.8,9.6e-05
0.82,9.62e-05
0.8,9.64e-05
0.8,9.66e-05
0.8,9.68e-05
0.82,9.7e-05
0.8,9.72e-05
0.8,9.74e-05
0.8,9.76e-05
0.8,9.78e-05
0.78,9.8e-05
0.78,9.82e-05
0.78,9.84e-05
0.76,9.86e-05
0.8,9.88e-05
0.76,9.9e-05
0.78,9.92e-05
0.78,9.94e-05
0.78,9.96e-05
0.78,9.98e-05
0.76,0.0001
0.76,0.0001002
0.76,0.0001004
0.78,0.0001006
0.76,0.0001008
0.78,0.000101
0.74,0.0001012
0.76,0.0001014
0.76,0.0001016
0.76,0.0001018
0.76,0.000102
0.76,0.0001022
0.78,0.0001024
0.76,0.0001026
0.74,0.0001028
0.76,0.000103
0.76,0.0001032
0.76,0.0001034
0.76,0.0001036
0.76,0.0001038
0.74,0.000104
0.76,0.0001042
0.74,0.0001044
0.74,0.0001046
0.72,0.0001048
0.74,0.000105
0.72,0.0001052
0.74,0.0001054
0.74,0.0001056
0.74,0.0001058
0.72,0.000106
0.72,0.0001062
0.72,0.0001064
0.72,0.0001066
0.7,0.0001068
0.72,0.000107
0.74,0.0001072
0.72,0.0001074
0.7,0.0001076
0.72,0.0001078
0.7,0.000108
0.7,0.0001082
0.7,0.0001084
0.7,0.0001086
0.7,0.0001088
0.7,0.000109
0.7,0.0001092
0.7,0.0001094
0.72,0.0001096
0.7,0.0001098
0.68,0.00011
0.7,0.0001102
0.68,0.0001104
0.7,0.0001106
0.7,0.0001108
0.7,0.000111
0.68,0.0001112
0.7,0.0001114
0.7,0.0001116
0.68,0.0001118
0.68,0.000112
0.68,0.0001122
0.68,0.0001124
0.68,0.0001126
0.68,0.0001128
0.68,0.000113
0.68,0.0001132
0.68,0.0001134
0.64,0.0001136
0.68,0.0001138
0.68,0.000114
0.66,0.0001142
0.66,0.0001144
0.66,0.0001146
0.66,0.0001148
0.66,0.000115
0.64,0.0001152
0.66,0.0001154
0.66,0.0001156
0.66,0.0001158
0.64,0.000116
0.66,0.0001162
0.64,0.0001164
0.64,0.0001166
0.64,0.0001168
0.64,0.000117
0.64,0.0001172
0.64,0.0001174
0.64,0.0001176
0.62,0.0001178
0.64,0.000118
0.64,0.0001182
0.62,0.0001184
0.62,0.0001186
0.64,0.0001188
0.62,0.000119
0.62,0.0001192
0.62,0.0001194
0.6,0.0001196
0.6,0.0001198
0.62,0.00012
0.6,0.0001202
0.62,0.0001204
0.6,0.0001206
0.6,0.0001208
0.6,0.000121
0.6,0.0001212
0.6,0.0001214
0.58,0.0001216
0.62,0.0001218
0.6,0.000122
0.58,0.0001222
0.58,0.0001224
0.6,0.0001226
0.58,0.0001228
0.6,0.000123
0.6,0.0001232
0.56,0.0001234
0.6,0.0001236
0.58,0.0001238
0.6,0.000124
0.58,0.0001242
0.56,0.0001244
0.58,0.0001246
0.56,0.0001248
0.56,0.000125
0.56,0.0001252
0.54,0.0001254
0.56,0.0001256
0.58,0.0001258
0.56,0.000126
0.54,0.0001262
0.54,0.0001264
0.54,0.0001266
0.56,0.0001268
0.56,0.000127
0.54,0.0001272
0.56,0.0001274
0.54,0.0001276
0.56,0.0001278
0.54,0.000128
0.52,0.0001282
0.56,0.0001284
0.56,0.0001286
0.54,0.0001288
0.54,0.000129
0.54,0.0001292
0.54,0.0001294
0.52,0.0001296
0.52,0.0001298
0.52,0.00013
0.54,0.0001302
0.52,0.0001304
0.52,0.0001306
0.52,0.0001308
0.52,0.000131
0.52,0.0001312
0.5,0.0001314
0.52,0.0001316
0.52,0.0001318
0.5,0.000132
0.5,0.0001322
0.5,0.0001324
0.48,0.0001326
0.48,0.0001328
0.5,0.000133
0.48,0.0001332
0.48,0.0001334
0.48,0.0001336
0.48,0.0001338
0.48,0.000134
0.48,0.0001342
0.48,0.0001344
0.48,0.0001346
0.48,0.0001348
0.5,0.000135
0.48,0.0001352
0.48,0.0001354
0.48,0.0001356
0.48,0.0001358
0.46,0.000136
0.46,0.0001362
0.44,0.0001364
0.46,0.0001366
0.46,0.0001368
0.44,0.000137
0.46,0.0001372
0.46,0.0001374
0.44,0.0001376
0.46,0.0001378
0.44,0.000138
0.42,0.0001382
0.46,0.0001384
0.44,0.0001386
0.46,0.0001388
0.44,0.000139
0.44,0.0001392
0.44,0.0001394
0.42,0.0001396
0.44,0.0001398
0.4,0.00014
0.42,0.0001402
0.44,0.0001404
0.42,0.0001406
0.42,0.0001408
0.42,0.000141
0.4,0.0001412
0.42,0.0001414
0.42,0.0001416
0.42,0.0001418
0.42,0.000142
0.4,0.0001422
0.4,0.0001424
0.42,0.0001426
0.4,0.0001428
0.4,0.000143
0.42,0.0001432
0.38,0.0001434
0.38,0.0001436
0.4,0.0001438
0.38,0.000144
0.38,0.0001442
0.4,0.0001444
0.4,0.0001446
0.38,0.0001448
0.38,0.000145
0.36,0.0001452
0.36,0.0001454
0.38,0.0001456
0.36,0.0001458
0.36,0.000146
0.36,0.0001462
0.38,0.0001464
0.38,0.0001466
0.36,0.0001468
0.36,0.000147
0.36,0.0001472
0.34,0.0001474
0.36,0.0001476
0.36,0.0001478
0.34,0.000148
0.32,0.0001482
0.34,0.0001484
0.32,0.0001486
0.36,0.0001488
0.34,0.000149
0.34,0.0001492
0.34,0.0001494
0.34,0.0001496
0.32,0.0001498
0.32,0.00015
0.34,0.0001502
0.32,0.0001504
0.32,0.0001506
0.3,0.0001508
0.3,0.000151
0.3,0.0001512
0.32,0.0001514
0.32,0.0001516
0.3,0.0001518
0.32,0.000152
0.3,0.0001522
0.3,0.0001524
0.3,0.0001526
0.3,0.0001528
0.3,0.000153
0.3,0.0001532
0.28,0.0001534
0.3,0.0001536
0.3,0.0001538
0.28,0.000154
0.28,0.0001542
0.28,0.0001544
0.28,0.0001546
0.28,0.0001548
0.28,0.000155
0.26,0.0001552
0.28,0.0001554
0.26,0.0001556
0.28,0.0001558
0.28,0.000156
0.26,0.0001562
0.26,0.0001564
0.24,0.0001566
0.26,0.0001568
0.24,0.000157
0.24,0.0001572
0.26,0.0001574
0.26,0.0001576
0.22,0.0001578
0.24,0.000158
0.22,0.0001582
0.22,0.0001584
0.24,0.0001586
0.22,0.0001588
0.22,0.000159
0.24,0.0001592
0.24,0.0001594
0.24,0.0001596
0.22,0.0001598
0.22,0.00016
0.22,0.0001602
0.24,0.0001604
0.22,0.0001606
0.22,0.0001608
0.2,0.000161
0.22,0.0001612
0.2,0.0001614
0.2,0.0001616
0.2,0.0001618
0.2,0.000162
0.2,0.0001622
0.2,0.0001624
0.2,0.0001626
0.2,0.0001628
0.18,0.000163
0.18,0.0001632
0.18,0.0001634
0.18,0.0001636
0.18,0.0001638
0.16,0.000164
0.2,0.0001642
0.16,0.0001644
0.16,0.0001646
0.16,0.0001648
0.16,0.000165
0.18,0.0001652
0.18,0.0001654
0.16,0.0001656
0.18,0.0001658
0.18,0.000166
0.16,0.0001662
0.16,0.0001664
0.14,0.0001666
0.14,0.0001668
0.16,0.000167
0.14,0.0001672
0.14,0.0001674
0.14,0.0001676
0.14,0.0001678
0.14,0.000168
0.14,0.0001682
0.16,0.0001684
0.12,0.0001686
0.12,0.0001688
0.12,0.000169
0.12,0.0001692
0.12,0.0001694
0.14,0.0001696
0.12,0.0001698
0.12,0.00017
0.12,0.0001702
0.12,0.0001704
0.1,0.0001706
0.14,0.0001708
0.12,0.000171
0.1,0.0001712
0.08,0.0001714
0.1,0.0001716
0.1,0.0001718
0.1,0.000172
0.08,0.0001722
0.12,0.0001724
0.08,0.0001726
0.1,0.0001728
0.08,0.000173
0.08,0.0001732
0.08,0.0001734
0.08,0.0001736
0.06,0.0001738
0.08,0.000174
0.06,0.0001742
0.06,0.0001744
0.06,0.0001746
0.06,0.0001748
0.06,0.000175
0.06,0.0001752
0.06,0.0001754
0.04,0.0001756
0.06,0.0001758
0.04,0.000176
0.06,0.0001762
0.04,0.0001764
0.04,0.0001766
0.04,0.0001768
0.04,0.000177
0.04,0.0001772
0.04,0.0001774
0.04,0.0001776
0.04,0.0001778
0.04,0.000178
0.04,0.0001782
0.02,0.0001784
0.02,0.0001786
0.04,0.0001788
0.02,0.000179
0.02,0.0001792
0.04,0.0001794
0.02,0.0001796
0,0.0001798
0,0.00018
0.02,0.0001802
-0.02,0.0001804
-0.02,0.0001806
0,0.0001808
0,0.000181
0,0.0001812
0,0.0001814
-0.04,0.0001816
0,0.0001818
0.02,0.000182
-0.02,0.0001822
-0.02,0.0001824
-0.02,0.0001826
0,0.0001828
-0.02,0.000183
-0.02,0.0001832
-0.02,0.0001834
-0.04,0.0001836
-0.04,0.0001838
-0.02,0.000184
-0.02,0.0001842
-0.04,0.0001844
-0.02,0.0001846
-0.04,0.0001848
-0.02,0.000185
-0.06,0.0001852
-0.06,0.0001854
-0.04,0.0001856
-0.06,0.0001858
-0.06,0.000186
-0.04,0.0001862
-0.08,0.0001864
-0.08,0.0001866
-0.06,0.0001868
-0.04,0.000187
-0.06,0.0001872
-0.06,0.0001874
-0.1,0.0001876
-0.08,0.0001878
-0.06,0.000188
-0.06,0.0001882
-0.1,0.0001884
-0.1,0.0001886
-0.1,0.0001888
-0.08,0.000189
-0.1,0.0001892
-0.08,0.0001894
-0.08,0.0001896
-0.1,0.0001898
-0.1,0.00019
-0.1,0.0001902
-0.08,0.0001904
-0.1,0.0001906
-0.12,0.0001908
-0.1,0.000191
-0.12,0.0001912
-0.12,0.0001914
-0.12,0.0001916
-0.12,0.0001918
-0.12,0.000192
-0.12,0.0001922
-0.14,0.0001924
-0.12,0.0001926
-0.14,0.0001928
-0.14,0.000193
-0.12,0.0001932
-0.14,0.0001934
-0.14,0.0001936
-0.14,0.0001938
-0.12,0.000194
-0.16,0.0001942
-0.14,0.0001944
-0.16,0.0001946
-0.16,0.0001948
-0.16,0.000195
-0.14,0.0001952
-0.16,0.0001954
-0.16,0.0001956
-0.16,0.0001958
-0.16,0.000196
-0.16,0.0001962
-0.14,0.0001964
-0.16,0.0001966
-0.18,0.0001968
-0.18,0.000197
-0.18,0.0001972
-0.18,0.0001974
-0.16,0.0001976
-0.18,0.0001978
-0.2,0.000198
-0.18,0.0001982
-0.2,0.0001984
-0.2,0.0001986
-0.2,0.0001988
-0.2,0.000199
-0.18,0.0001992
-0.18,0.0001994
-0.2,0.0001996
-0.2,0.0001998
-0.22,0.0002
-0.2,0.0002002
-0.22,0.0002004
-0.22,0.0002006
-0.22,0.0002008
-0.22,0.000201
-0.24,0.0002012
-0.24,0.0002014
-0.24,0.0002016
-0.22,0.0002018
-0.24,0.000202
-0.22,0.0002022
-0.22,0.0002024
-0.24,0.0002026
-0.22,0.0002028
-0.24,0.000203
-0.24,0.0002032
-0.24,0.0002034
-0.24,0.0002036
-0.22,0.0002038
-0.24,0.000204
-0.24,0.0002042
-0.24,0.0002044
-0.26,0.0002046
-0.26,0.0002048
-0.26,0.000205
-0.26,0.0002052
-0.26,0.0002054
-0.26,0.0002056
-0.26,0.0002058
-0.26,0.000206
-0.26,0.0002062
-0.26,0.0002064
-0.26,0.0002066
-0.28,0.0002068
-0.28,0.000207
-0.3,0.0002072
-0.3,0.0002074
-0.28,0.0002076
-0.28,0.0002078
-0.28,0.000208
-0.3,0.0002082
-0.28,0.0002084
-0.28,0.0002086
-0.3,0.0002088
-0.3,0.000209
-0.32,0.0002092
-0.3,0.0002094
-0.32,0.0002096
-0.3,0.0002098
-0.3,0.00021
-0.32,0.0002102
-0.28,0.0002104
-0.3,0.0002106
-0.3,0.0002108
-0.32,0.000211
-0.32,0.0002112
-0.34,0.0002114
-0.32,0.0002116
-0.34,0.0002118
-0.34,0.000212
-0.34,0.0002122
-0.32,0.0002124
-0.34,0.0002126
-0.34,0.0002128
